id,type,comment,code,non-information
FR705,Line,Different actions depending on where the user releases the drop in the target row Bottom + top -> insert source row before / after this row Center -> add as child,switch (mouseLocation) {,no
FR249,Javadoc,"Opens a file browser of the folder of the given file. If possible, the file is selected",public static void openFolderAndSelectFile(Path fileLink) throws IOException {,no
FR800,Line,FIXME: prefix can be removed?!,"private static Map<String, String> readIconThemeFile(URL url, String prefix) {",no
FR1333,Javadoc,"This class represents the removal of an entry. The constructor needs references to the database, the entry, and the map of open entry editors. The latter to be able to close the entry's editor if it is opened after an undo, and the removal is then undone.",public class UndoableRemoveEntry extends AbstractUndoableJabRefEdit {,no
FR229,Line,"We know that tmpEntry is not equal to diskEntry. Check if it has been modified locally as well, since last tempfile was saved.","boolean isModifiedLocally = (DuplicateCheck.compareEntriesStrictly(memEntry, tmpEntry) <= 1);",no
FR347,Line,The preferences might be not initialized in tests -> return immediately TODO: Replace this ugly workaround by proper injection propagation,if (Globals.prefs == null) {,no
FR1035,Javadoc,@return Merged BibEntry,public BibEntry getMergeEntry() {,yes
FR1297,Javadoc,Focuses the search field if it is not focused.,public void focus() {,yes
FR388,Javadoc,Decide whether to show this tab for the given entry.,public abstract boolean shouldShow(BibEntry entry);,yes
FR69,Line,Register undo/redo listener,basePanel.getUndoManager().registerListener(new UndoRedoEventManager());,yes
FR959,Line,"icon.setToolTipText(Localization.lang(""Open"") + "" ArXiv URL"");","TABLE_ICONS.put(StandardField.EPRINT, icon);",yes
FR1270,Javadoc,"Reporting etc., this method is called on the event dispatch thread after pushEntries() returns.",void operationCompleted();,no
FR644,Javadoc,Creates an object that can undo/redo an edit event.,"public UndoableAddOrRemoveGroup(GroupTreeNodeViewModel groupsRoot,",no
FR978,Line,We have to use reflection since TableUtil is not visible to us,try {,no
FR1070,Line,insert the acceptor,"xSet.insert(xImpLoader.activate(""com.sun.star.comp.connections.Acceptor"", null, null, null));",yes
FR1008,Line,TODO: Font & padding customization setFont(GUIGlobals.currentFont);,},no
FR1120,Line,"We have sorted the citation markers according to their order of appearance, so we simply count up for each marker referring to a new entry:",List<Integer> num = new ArrayList<>(keys.length);,no
FR818,Line,Specific importer:,"ParserResult pr = importer.get().importDatabase(filename, Globals.prefs.getDefaultEncoding());",yes
FR1102,Line,Get the office component context:,XComponentContext xContext = org.jabref.gui.openoffice.Bootstrap.bootstrap(loader);,no
FR643,Javadoc,"The type of the editing (ADD_NODE, REMOVE_NODE_KEEP_CHILDREN, REMOVE_NODE_AND_CHILDREN)",private final int m_editType;,no
FR1215,Line,Font configuration,HBox fontBox = new HBox();,yes
FR363,Line,Shift on Windows or no modifier,"LOGGER.debug(""Mode MOVE"");",no
FR356,Javadoc,"GUI component that allows editing of the fields of a BibEntry (i.e. the one that shows up, when you double click on an entry in the table) <p> It hosts the tabs (required, general, optional) and the buttons to the left. <p> EntryEditor also registers itself to the event bus, receiving events whenever a field of the entry changes, enabling the text fields to update themselves if the change is made from somewhere else.",public class EntryEditor extends BorderPane {,no
FR994,Line,TODO: Float marked entries model.updateMarkingState(Globals.prefs.getBoolean(JabRefPreferences.FLOAT_MARKED_ENTRIES));,,no
FR1368,Line,Ignore,"return new ReadOnlyStringWrapper("""");",yes
FR415,Line,"Find default choice, if any",Exporter defaultChoice = exporters.stream(),yes
FR1129,Line,This marker appears for more than one unique entry:,int uniq = 'a';,no
FR1375,Javadoc,Constructs a {@link TreeTableCell} based on the view model of the row and a bunch of specified converter methods.,"public class ViewModelTableRowFactory<S> implements Callback<TableView<S>, TableRow<S>> {",no
FR111,Line,Override used newline character with the one stored in the preferences The preferences return the system newline character sequence as default,OS.NEWLINE = Globals.prefs.get(JabRefPreferences.NEWLINE);,no
FR1164,Line,For each cited key,for (String key : cited) {,yes
FR1083,Line,connection string,"String sConnect = ""uno:socket,host=localhost,port=2083"" + "";urp;StarOffice.ComponentContext"";",yes
FR1245,Javadoc,"Generates a plain text string out of the preview and copies it additionally to the html to the clipboard (WYSIWYG Editors use the HTML, plain text editors the text)",protected static String processPreview(List<String> citations) {,no
FR1015,Line,IEEETran,"populateSubMenu(items, ""IEEETran"", IEEETranEntryTypeDefinitions.ALL, entry, undoManager);",yes
FR122,Line,Sort the visible components by their preferred position,visibleComponents.sort(new PreferredIndexSort());,yes
FR1223,Javadoc,"This method should be called after storing the preferences, This calls the appropriate method in the ViewModel.",List<String> getRestartWarnings();,no
FR857,Line,Should this be done _after_ we know it was successfully opened?,"ParserResult parserResult = OpenDatabase.loadDatabase(file.toFile(),",no
FR253,Line,Find the default directory for this field type:,"List<String> dir = databaseContext.getFileDirectories(field, Globals.prefs.getFilePreferences());",yes
FR394,Line,Set-up annotation list,annotationList.getSelectionModel().setSelectionMode(SelectionMode.SINGLE);,yes
FR1058,Javadoc,Bootstraps an initial component context with service manager and basic jurt components inserted.,"public static XComponentContext createInitialComponentContext(Map<String, Object> context_entries) throws Exception {",no
FR649,Line,redo,} else {,no
FR450,Javadoc,Generate keys for given entries.,private void generateKeys(List<BibEntry> entries) {,yes
FR732,Javadoc,"This Action keeps a reference to a URL. When activated, it shows the help Dialog unless it is already visible, and shows the URL in it.",public class HelpAction extends SimpleCommand {,no
FR578,Line,"Only serialize linked files, not the ones that are automatically found",List<LinkedFile> filesToSerialize = files.stream(),no
FR1428,Javadoc,Puts the value of the concrete class in a map. All previous content stored in the map is removed,"public <T> void putValue(Class<T> type, T value) {",no
FR1077,Line,create default local component context,"XComponentContext xLocalContext = createInitialComponentContext((Map<String, Object>) null);",yes
FR698,Line,Update appearance of group,anySelectedEntriesMatched.invalidate();,no
FR826,Javadoc,Checks if there are duplicates to the given entry in the list of entries to be imported.,private Optional<BibEntry> findInternalDuplicate(BibEntry entry) {,no
FR655,Line,If there are entries to remove,if (!toRemove.isEmpty()) {,yes
FR374,Line,General fields from preferences,"for (Map.Entry<String, Set<Field>> tab : entryEditorPreferences.getEntryEditorTabList().entrySet()) {",no
FR334,Javadoc,Class for creating the information about customizable entry editor tabs.,public final class EntryEditorTabList {,no
FR488,Line,"Do not make this class final, as it otherwise can't be mocked for tests",public class ExternalFileTypes {,no
FR1132,Line,Refresh all reference marks with the citation markers we computed:,boolean hadBibSection = getBookmarkRange(OOBibBase.BIB_SECTION_NAME) != null;,no
FR433,Line,Save the database,"boolean success = saveDatabase(targetPath, false,",yes
FR1268,Javadoc,"Class that defines interaction with an external application in the form of ""pushing"" selected entries to it.",public interface PushToApplication {,no
FR1433,Javadoc,"A Hyperlink Click Listener for javafx.WebView to open links on click in the browser Code adapted from: <a href=""https://stackoverflow.com/a/33445383/"">https://stackoverflow.com/a/33445383/</a>","public class OpenHyperlinksInExternalBrowser implements ChangeListener<Worker.State>, EventListener {",no
FR1402,Javadoc,Constructs a {@link TreeTableCell} based on the view model of the row and a bunch of specified converter methods.,"public class ViewModelTreeTableCellFactory<S> implements Callback<TreeTableColumn<S, S>, TreeTableCell<S, S>> {",no
FR798,Javadoc,"Looks up the URL for the image representing the given function, in the resource file listing images.",public static URL getIconUrl(String name) {,no
FR343,Line,Quick hack to disable navigating,"browser.addEventFilter(javafx.scene.input.MouseEvent.ANY, javafx.scene.input.MouseEvent::consume);",no
FR1142,Line,Use the received map directly,correctEntries = entries;,yes
FR1257,Line,Register for changes,for (Observable observable : newEntry.getObservables()) {,yes
FR173,Javadoc,Empty,public SuggestionProviders() {,yes
FR1393,Javadoc,Disables selection,public class NoSelectionModel<T> extends MultipleSelectionModel<T> {,no
FR118,Javadoc,Moves the given component down.,public void moveDown(SidePaneComponent comp) {,yes
FR1310,Line,for the case that the password is already set,prefs.clearPassword();,no
FR1020,Line,Updated the original entry with the new fields,Set<Field> jointFields = new TreeSet<>(Comparator.comparing(Field::getName));,no
FR350,Javadoc,GUI for tab displaying article recommendations based on the currently selected BibEntry,public class RelatedArticlesTab extends EntryEditorTab {,no
FR613,Line,TODO: NULL TODO: Null TODO: NULL,GroupTreeNode newParent = root.getNode().getDescendant(pathToNewParent).get();,yes
FR1358,Javadoc,"A date picker with configurable datetime format where both date and time can be changed via the text field and the date can additionally be changed via the JavaFX default date picker. Also supports incomplete dates. First recall how the date picker normally works: - The user selects a date in the popup, which sets {@link #valueProperty()} to the selected date. - The converter ({@link #converterProperty()}) is used to transform the date to a string representation and display it in the text field. The idea is now to intercept the process and add an additional step: - The user selects a date in the popup, which sets {@link #valueProperty()} to the selected date. - The date is converted to a {@link TemporalAccessor} (i.e, enriched by a time component) using {@link #addCurrentTime(LocalDate)} - The string converter ({@link #stringConverterProperty()}) is used to transform the temporal accessor to a string representation and display it in the text field. Inspiration taken from https://github.com/edvin/tornadofx-controls/blob/master/src/main/java/tornadofx/control/DateTimePicker.java",public class TemporalAccessorPicker extends DatePicker {,no
FR156,Javadoc,A simple command that does not track progress of the action.,public abstract class SimpleCommand extends CommandBase {,no
FR1031,Line,Create a new entry and add it to the undo stack Remove the other two entries and add them to the undo stack (which is not working...),"NamedCompound ce = new NamedCompound(Localization.lang(""Merge entries""));",no
FR319,Line,"If we are not allowed to overwrite values, check if there is a non-empty value already for this entry for the new field:",Optional<String> valInNewField = entry.getField(newField);,no
FR219,Line,Holds the version in memory. Check if it has been modified...?,this.inMem = inMem;,no
FR889,Javadoc,This class provides a view model for abbreviation objects which can also define placeholder objects of abbreviations. This is indicated by using the {@code pseudoAbbreviation} property.,public class AbbreviationViewModel {,no
FR592,Line,"TODO: Implement jump to entry TODO: Add toolitp for tag: Localization.lang(""Jump to entry"") This feature was removed while converting the linked entries editor to JavaFX Right now there is no nice way to re-implement it as we have no good interface to control the focus of the main table (except directly using the JabRefFrame class as below) parsedEntryLink.getLinkedEntry().ifPresent( e -> frame.getCurrentBasePanel().highlightEntry(e) );",},no
FR1199,Line,basePanel.getPreviewPanel().updateLayout(preferences.getPreviewPreferences());,},yes
FR1406,Javadoc,The mouse location within the cell when the dropping gesture occurs.,public enum DroppingMouseLocation {,no
FR1225,Javadoc,Store changes to table preferences. This method is called when the user clicks Ok.,@Override,no
FR883,Line,TODO: Rework so that we don't rely on JabRefFrame and not the complete preferences,this.frame = frame;,no
FR840,Javadoc,Util class for searching files on the file system which are not linked to a provided {@link BibDatabase}.,public class UnlinkedFilesCrawler extends BackgroundTask<CheckBoxTreeItem<FileNodeWrapper>> {,no
FR341,Line,Entry type unknown -> treat all fields as required,fields.addAll(entry.getFields());,no
FR272,Line,Switch to currently selected entry if mode is changed to live,,no
FR20,Javadoc,Returns a list of BasePanel.,public List<BasePanel> getBasePanelList() {,yes
FR988,Line,We need to wrap the list since otherwise sorting in the table does not work,entriesSorted = new SortedList<>(entriesFiltered);,no
FR352,Javadoc,Creates a VBox of the related article information to be used in the StackPane displayed in the Related Articles tab,"private ScrollPane getRelatedArticleInfo(List<BibEntry> list, MrDLibFetcher fetcher) {",no
FR1349,Line,Redo the change.,base.removeString(string.getId());,yes
FR1091,Javadoc,Refresh all cite markers in the document.,"public List<String> refreshCiteMarkers(List<BibDatabase> databases, OOBibStyle style)",yes
FR12,Block,"TODOSwingUtilities.invokeLater(() -> {undo.putValue(Action.SHORT_DESCRIPTION, event.getUndoDescription());undo.setEnabled(event.isCanUndo());redo.putValue(Action.SHORT_DESCRIPTION, event.getRedoDescription());redo.setEnabled(event.isCanRedo());});",},no
FR648,Line,"move all children to newNode, then add newNode",GroupTreeNode newNode = m_subtreeBackup.copySubtree();,no
FR898,Javadoc,Checks whether the file exists or if a new file should be opened. The file will be added to the set of journal abbreviation files. If the file also exists its abbreviations will be read and written to the abbreviations property.,private void openFile(Path filePath) {,no
FR979,Line,"TODO: reflective access, should be removed","Class<?> clazz = Class.forName(""javafx.scene.control.TableUtil"");",no
FR1317,Line,"if user does not change anything with his action, we do not do anything either even no output message",},no
FR148,Javadoc,Enriches a suggestion provider by a given set of content selector values.,public class ContentSelectorSuggestionProvider implements AutoCompleteSuggestionProvider<String> {,no
FR1343,Line,Revert the change.,try {,yes
FR589,Line,Always fill out all the available space,setPrefHeight(Double.POSITIVE_INFINITY);,no
FR44,Line,Good bye!,tearDownJabRef(filenames);,yes
FR596,Line,Enrich auto completion by content selector values,try {,no
FR1153,Line,Name the reference,"XNamed xNamed = UnoRuntime.queryInterface(XNamed.class, bookmark);",yes
FR943,Javadoc,The log event will be forwarded to the {@link LogMessages} archive.,@Override,no
FR1193,Line,"ToDo: After conversion of all tabs to mvvm, rework interface and make validSettings bindable Button btnSave = (Button) this.getDialogPane().lookupButton(saveButton); btnSave.disableProperty().bind(viewModel.validSettings().validProperty().not());",},no
FR33,Line,Frame titles.,"public static final String FRAME_TITLE = ""JabRef"";",yes
FR1281,Line,"Set to true in case the command could not be executed, e.g., if the file is not found Set to true in case the tunnel to the program (if one is used) does not operate Set to true if the corresponding path is not defined in the preferences",protected boolean couldNotCall;,no
FR625,Line,Add context menu (only for non-null items),row.contextMenuProperty().bind(,no
FR1244,Javadoc,"Copies the selected entries and formats them with the selected citation style (or preview), then it is copied to the clipboard. This worker cannot be reused.",public class CitationStyleToClipboardWorker {,no
FR513,Javadoc,"This class defines a type of external files that can be linked to from JabRef. The class contains enough information to provide an icon, a standard extension and a link to which application handles files of this type.",public class CustomExternalFileType implements ExternalFileType {,no
FR1273,Line,Error stream has been closed. See if there were any errors:,if (!sb.toString().trim().isEmpty()) {,no
FR1284,Line,In case it did not work,catch (IOException excep) {,yes
FR848,Javadoc,"{@link FileFilter} implementation, that allows only files which are not linked in any of the {@link BibEntry}s of the specified {@link BibDatabase}. <br> <br> This {@link FileFilter} sits on top of another {@link FileFilter} -implementation, which it first consults. Only if this major filefilter has accepted a file, this implementation will verify on that file.",public class UnlinkedPDFFileFilter implements FileFilter {,no
FR653,Line,Sort entries into current members and non-members of the group Current members will be removed Current non-members will be added,List<BibEntry> toRemove = new ArrayList<>(entries.size());,no
FR137,Javadoc,"For ""ONLY_FULL"", the auto completer returns the full name, e.g. ""Smith, Bob"" For ""ONLY_ABBREVIATED"", the auto completer returns the first name abbreviated, e.g. ""Smith, B."" For ""BOTH"", the auto completer returns both versions.",public enum AutoCompleteFirstNameMode {,no
FR1093,Javadoc,"Resolve the bibtex key from a citation reference marker name, and look up the index of the key in a list of keys.",,no
FR1337,Line,Send event to trigger changes,postUndoRedoEvent();,no
FR894,Javadoc,"This class provides a model for managing journal abbreviation lists. It provides all necessary methods to create, modify or delete journal abbreviations and files. To visualize the model one can bind the properties to ui elements.",public class ManageJournalAbbreviationsViewModel extends AbstractViewModel {,no
FR114,Javadoc,Makes sure that the given component is visible.,public void show(SidePaneType type) {,yes
FR814,Line,"TODO: show parserwarnings, if any (not here) for (ImportFormatReader.UnknownFormatImport p : imports) { ParserResultWarningDialog.showParserResultWarningDialog(p.parserResult, frame); }",if (bibtexResult == null) {,no
FR867,Line,The action concerned with opening an existing database.,public class OpenDatabaseAction extends SimpleCommand {,yes
FR970,Line,icon.setToolTipText(priorityViewModel.getLocalization());,"TABLE_ICONS.put(SpecialField.PRIORITY, icon);",yes
FR1046,Line,Check if the type has changed,if (!identicalTypes && !typeRadioButtons.isEmpty() && typeRadioButtons.get(0).isSelected()) {,no
FR170,Line,"In case no stringConverter was provided, use the default strategy",if (this.stringConverter == null) {,no
FR1395,Javadoc,Installs the base css file as a stylesheet in the given scene. Changes in the css file lead to a redraw of the scene using the new css file.,"public void installCss(Scene scene, JabRefPreferences preferences) {",no
FR702,Line,"TODO: Add undo and display message MoveGroupChange undo = new MoveGroupChange(((GroupTreeNodeViewModel)source.getParent()).getNode(), source.getNode().getPositionInParent(), target.getNode(), target.getChildCount());",,no
FR1407,Line,Except every file,return pathname -> true;,yes
FR735,Javadoc,The current version of the installed JabRef,private final Version installedVersion;,yes
FR541,Line,"No occurrence, or at the end Check if there are path separators in the suffix - if so, it is definitely not a proper suffix, so we should give up:",if (strippedLink.substring(strippedLinkIndex + 1).indexOf('/') >= 1) {,yes
FR24,Javadoc,"This method causes all open BasePanels to set up their tables anew. When called from PrefsDialog3, this updates to the new settings.",public void setupAllTables() {,no
FR400,Line,Pretend that we just switched to the current file in order to refresh the display,notifyNewSelectedFile(currentFile);,no
FR370,Line,Pass other keys to parent,},yes
FR1313,Line,"Must be executed after the initialization of the view, otherwise it doesn't work",Platform.runLater(() -> {,no
FR1119,Line,Remember the type in case we need to uniquefy.,types[i] = type;,no
FR410,Line,Steps to reproduce,"String howToReproduce = ""Steps to reproduce:\n\n1. ...\n2. ...\n3. ..."";",yes
FR87,Line,do not open the original file,pr.getDatabaseContext().clearDatabaseFile();,yes
FR921,Line,"We have to put Entry Editor Previous before, because otherwise the decrease font size is found first","ENTRY_EDITOR_PREVIOUS_PANEL_2(""Entry editor, previous panel 2"", Localization.lang(""Entry editor, previous panel 2""), ""ctrl+MINUS"", KeyBindingCategory.VIEW),",no
FR50,Line,Update active search query when switching between databases,stateManager.activeSearchQueryProperty().set(newBasePanel.getCurrentSearchQuery());,no
FR879,Line,Create help button for currently selected fetcher,StackPane helpButtonContainer = new StackPane();,yes
FR641,Javadoc,"In case of removing a node but keeping all of its children, the number of children has to be stored.",private final int m_subtreeRootChildCount;,no
FR316,Javadoc,Move contents from one field to another for a Collection of entries.,"private static UndoableEdit massRenameField(Collection<BibEntry> entries, Field field, Field newField,",no
FR636,Javadoc,Adding of a single node (group).,public static final int ADD_NODE = 0;,yes
FR1196,Javadoc,"This is called, when the user drops some PreviewLayouts either in the availableListView or in the empty space of chosenListView",,no
FR801,Line,TODO: use WEB_SEARCH instead as soon as it is available TODO: use WEB_SEARCH instead as soon as it is available,"LOOKUP_IDENTIFIER(MaterialDesignIcon.MAGNIFY),",no
FR1383,Javadoc,"Executes the task on the current thread. The code is essentially taken from {@link javafx.concurrent.Task.TaskCallable#call()}, but adapted to run sequentially.",@Override,no
FR920,Javadoc,"This method returns the default key binding, the key(s) which are assigned",public String getDefaultKeyBinding() {,yes
FR717,Line,"TODO: Add undo UndoableAddOrRemoveGroup undo = new UndoableAddOrRemoveGroup(parent, new GroupTreeNodeViewModel(newGroupNode), UndoableAddOrRemoveGroup.ADD_NODE); panel.getUndoManager().addEdit(undo);",,no
FR332,Line,Test if the field is legally set.,"new LatexFieldFormatter(fieldFormatterPreferences).format(newValue, fieldName);",no
FR321,Line,"Need to run this async, otherwise the dialog does not work",ControlsFxVisualizer visualizer = new ControlsFxVisualizer();,no
FR1350,Line,Revert the change.,if (nameChange) {,yes
FR301,Line,and adding merged entries:,if (!result.getToAdd().isEmpty()) {,yes
FR401,Line,remove newlines && hyphens before linebreaks,"markingContent = markingContent.replaceAll(""-"" + NEWLINE, """");",yes
FR1440,Javadoc,Creates a {@link BackgroundTask} that first runs this task and based on the result runs a second task.,"public <T> BackgroundTask<T> thenRun(Function<V, T> nextOperation) {",no
FR858,Javadoc,"This action checks whether any new custom entry types were loaded from this BIB file. If so, an offer to remember these entry types is given.",public class CheckForNewEntryTypesAction implements GUIPostOpenAction {,no
FR866,Javadoc,,"private void openTheFile(Path file, boolean raisePanel) {",no
FR373,Line,Other fields,"entryEditorTabs.add(new OtherFieldsTab(databaseContext, panel.getSuggestionProviders(), undoManager,",yes
FR696,Line,"Register listener The wrapper created by the FXCollections will set a weak listener on the wrapped list. This weak listener gets garbage collected. Hence, we need to maintain a reference to this list.",entriesList = databaseContext.getDatabase().getEntries();,no
FR476,Javadoc,Try to download fulltext PDF for selected entry(ies) by following URL or DOI link.,public class FindFullTextAction extends SimpleCommand {,no
FR526,Javadoc,Editor for external file types.,public class CustomizeExternalFileTypesDialog extends BaseDialog<Void> {,yes
FR679,Line,configure elements,ToggleGroup groupType = new ToggleGroup();,yes
FR1434,Javadoc,"This class is essentially a wrapper around {@link Task}. We cannot use {@link Task} directly since it runs certain update notifications on the JavaFX thread, and so makes testing harder. We take the opportunity and implement a fluid interface.",public abstract class BackgroundTask<V> {,no
FR389,Javadoc,Updates the view with the contents of the given entry.,protected abstract void bindToEntry(BibEntry entry);,yes
FR1085,Line,try to connect to office,Object context = xUrlResolver.resolve(sConnect);,no
FR808,Line,Switch tab if asked to do so,if (dataBaseNumber >= 0) {,no
FR993,Line,Store visual state,"new PersistenceVisualStateTable(this, Globals.prefs);",yes
FR324,Javadoc,This class has an abstract UI role as it listens for an {@link AutosaveEvent} and saves the bib file associated with the given {@link BasePanel}.,public class AutosaveUIManager {,no
FR454,Line,Set owner/timestamp,"UpdateField.setAutomaticFields(entries, updateFieldPreferences);",no
FR952,Line,the submenu will behave dependent on what style is currently selected (citation/preview),PreviewPreferences previewPreferences = Globals.prefs.getPreviewPreferences();,no
FR1137,Line,Find the linking footnote marker:,"XFootnote footer = UnoRuntime.queryInterface(XFootnote.class, range.getText());",no
FR95,Javadoc,"Tests if we are running an acceptable Java and terminates JabRef when we are sure the version is not supported. This test uses the requirements for the Java version as specified in <code>gradle.build</code>. It is possible to define a minimum version including the built number and to indicate whether Java 9 can be used (which it currently can't). It tries to compare this version number to the version of the currently running JVM. The check is optimistic and will rather return true even if we could not exactly determine the version. <p> Note: Users with a very old version like 1.6 will not profit from this since class versions are incompatible and JabRef won't even start. Currently, JabRef won't start with Java 9 either, but the warning that it cannot be used with this version is helpful anyway to prevent users to update from an old 1.8 directly to version 9. Additionally, we soon might have a JabRef that does start with Java 9 but is not perfectly compatible. Therefore, we should leave the Java 9 check alive.",private static void ensureCorrectJavaVersion() {,no
FR383,Line,Subscribe to type changes for rebuilding the currently visible tab,"typeSubscription = EasyBind.subscribe(this.entry.typeProperty(), type -> {",yes
FR1048,Line,May happen during initialization -> just ignore,continue;,no
FR529,Javadoc,"Look for the last '.' in the link, and return the following characters. This gives the extension for most reasonably named links.",public static Optional<String> getSuffix(final String link) {,no
FR989,Line,"No selected group, show all entries",return Optional.empty();,no
FR1037,Line,Headings,"private final List<String> columnHeadings = Arrays.asList(Localization.lang(""Field""),",yes
FR1150,Line,get XTextContent interface,"XTextContent xTextContent = UnoRuntime.queryInterface(XTextContent.class, bookmark);",yes
FR901,Javadoc,Method to change the currentAbbrevaition property to a new abbreviation.,"public void editAbbreviation(String name, String abbreviation) {",yes
FR1036,Javadoc,Update the merged entry,private void updateMergedEntry() {,yes
FR436,Line,release panel from save status,panel.setSaving(false);,yes
FR443,Line,Set text of each of the boxes,if (exporter != null) {,yes
FR838,Line,Do nothing,} else if (answer == DuplicateResolverDialog.DuplicateResolverResult.KEEP_MERGE) {,yes
FR1335,Javadoc,"This class represents the removal of an entry. The constructor needs references to the database, the entry, and the map of open entry editors. The latter to be able to close the entry's editor if it is opened before the insert is undone.",public class UndoableInsertEntry extends AbstractUndoableJabRefEdit {,no
FR1292,Javadoc,This method is called to indicate that the settings panel returned from the getSettingsPanel() method has been shown to the user and that the user has indicated that the settings should be stored. This method must store the state of the widgets in the settings panel to Globals.prefs.,public void storeSettings() {,no
FR165,Javadoc,Check the given possible suggestion is a match (is a valid suggestion),"protected abstract boolean isMatch(T suggestion, ISuggestionRequest request);",yes
FR949,Line,Read name format options: MK:,final boolean namesNatbib = Globals.prefs.getBoolean(JabRefPreferences.NAMES_NATBIB); //MK:,yes
FR1090,Javadoc,"This method inserts a cite marker in the text for the given BibEntry, and may refresh the bibliography.","public void insertEntry(List<BibEntry> entries, BibDatabase database,",no
FR936,Line,FIXME: Move to viewModel until fieldFormatterCleanupsPanel is property implemented,MetaData metaData = panel.getBibDatabaseContext().getMetaData();,no
FR198,Line,"Since the directory does not exist, we cannot move it to there. So, this option is not checked - regardless of the presets stored in the preferences.",cleanUpMovePDF.setDisable(true);,no
FR1302,Line,"TODO: reflective access, should be removed","Field privatePopup = AutoCompletionBinding.class.getDeclaredField(""autoCompletionPopup"");",no
FR851,Line,ensure that there is always only one AllEntriesGroup,if (newGroups.getGroup() instanceof AllEntriesGroup) {,no
FR1089,Javadoc,Class for manipulating the Bibliography of the currently start document in OpenOffice.,class OOBibBase {,no
FR100,Line,Check for running JabRef,if (!handleMultipleAppInstances(arguments) || argumentProcessor.shouldShutDown()) {,no
FR16,Javadoc,"The MacAdapter calls this method when ""About"" is selected from the application menu.",public void about() {,no
FR546,Javadoc,"TODO: Be a bit smarter and try to infer correct icon, for example using {@link org.jabref.gui.externalfiletype.ExternalFileTypes#getExternalFileTypeByName(String)}",public JabRefIcon getTypeIcon() {,no
FR348,Line,Restore focus to field (run this async so that editor is already initialized correctly),selectedFieldName.ifPresent(this::requestFocus);,no
FR294,Javadoc,Get the page number of the current page in the document.,public abstract int getPageNumber();,yes
FR539,Line,First see if the stripped link gives a reasonable suffix:,String suffix;,no
FR344,Line,Hide progress indicator if finished (over 70% loaded),"browser.getEngine().getLoadWorker().progressProperty().addListener((observable, oldValue, newValue) -> {",no
FR1022,Line,fields,for (Field field : jointFields) {,yes
FR1179,Line,Ask if keys should be generated,"boolean citePressed = dialogService.showConfirmationDialogAndWait(Localization.lang(""Cite""),",yes
FR244,Line,quote String so explorer handles URL query strings correctly,"String quotePath = ""\"""" + filePath + ""\"""";",no
FR916,Javadoc,This class provides a model for abbreviation files. It actually doesn't save the files as objects but rather saves their paths. This also allows to specify pseudo files as placeholder objects.,public class AbbreviationsFileViewModel {,no
FR1154,Line,Set language to [None]:,"xCursorProps.setPropertyValue(""CharLocale"", new Locale(""zxx"", """", """"));",no
FR581,Line,To align with buttons below which also have 0.5em padding,"info.setStyle(""-fx-padding: 0.5em 0 0.5em 0;"");",no
FR1304,Line,TODO: switch Icon color searchIcon.setIcon(IconTheme.JabRefIcon.SEARCH.getIcon());,},no
FR1254,Javadoc,The entry currently shown,private Optional<BibEntry> entry = Optional.empty();,no
FR1319,Line,"setting a multi value special field - the setted value is displayed, too","String[] allParams = {viewModel.getLocalization(), params[0], params[1]};",no
FR290,Line,First hide old page and show background instead (recalculate size of background to make sure its correct),background.setWidth(getDesiredWidth());,no
FR132,Line,"For some reason the graphic is not set correctly, so let's fix this","setGraphic(menu, action);",no
FR1191,Javadoc,Exception used to indicate that the plugin attempted to set a character format that is not defined in the current OpenOffice document.,class UndefinedCharacterFormatException extends Exception {,no
FR1390,Javadoc,Submits a one-shot task that becomes enabled after the given delay.,"<V> Future<?> schedule(BackgroundTask<V> task, long delay, TimeUnit unit);",no
FR757,Block,css: folder *,OPEN(MaterialDesignIcon.FOLDER_OUTLINE),no
FR475,Javadoc,This Action may only be used in a menu or button. Never in the entry editor. FileListEditor and EntryEditor have other ways to update the file links,public class AutoLinkFilesAction extends SimpleCommand {,no
FR1057,Javadoc,backwards compatibility stub.,"public static XComponentContext createInitialComponentContext(Hashtable<String, Object> context_entries) throws Exception {",no
SR1,Line,Swing,requires java.desktop;,yes
SR5,Line,Preferences and XML,requires java.prefs;,yes
SR6,Line,Annotations (@PostConstruct),requires java.annotation;,yes
SR8,Line,Libre Office,requires org.jabref.thirdparty.libreoffice;,yes
SR10,Javadoc,A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,public class DatabaseChangeEvent {,no
SR11,Line,no data,},no
SR12,Javadoc,A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,public interface DatabaseChangeListener {,no
SR13,Javadoc,A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,public class DatabaseChangeRegistration {,no
SR14,Line,do nothing,},yes
SR15,Line,FIXME: Reuse SearchWorker here,"SearchQuery searchQuery = new SearchQuery(""Journal Title 500"", false, false);",no
SR16,Line,FIXME: Reuse SearchWorker here,"SearchQuery searchQuery = new SearchQuery(""Journal Title 500"", false, false);",no
SR17,Javadoc,A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,public class OracleConnection implements Connection {,no
SR19,Javadoc,A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,public class OracleDriver {,no
SR21,Javadoc,A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,public class OracleStatement {,no
