comment,code,non-information
,void notify(String message);,no
"Shows a new file save dialog. The method doesn't return until the displayed file save dialog is dismissed. The return value specifies the file chosen by the user or an empty {@link Optional} if no selection has been made. After a file was selected, the given file dialog configuration is updated with the selected extension type (if any).",Optional<Path> showFileSaveDialog(FileDialogConfiguration fileDialogConfiguration);,no
" Shows a new file open dialog. The method doesn't return until the displayed open dialog is dismissed. The return value specifies the file chosen by the user or an empty {@link Optional} if no selection has been made. After a file was selected, the given file dialog configuration is updated with the selected extension type (if any). @return the selected file or an empty {@link Optional} if no file has been selected",Optional<Path> showFileOpenDialog(FileDialogConfiguration fileDialogConfiguration);,no
Shows a new file open dialog. The method doesn't return until the displayed open dialog is dismissed. The return value specifies the files chosen by the user or an empty {@link List} if no selection has been made. @return the selected files or an empty {@link List} if no file has been selected,List<Path> showFileOpenDialogAndGetMultipleFiles(FileDialogConfiguration fileDialogConfiguration);,no
Shows a new directory selection dialog. The method doesn't return until the displayed open dialog is dismissed. The return value specifies the file chosen by the user or an empty {@link Optional} if no selection has been made. @return the selected directory or an empty {@link Optional} if no directory has been selected,Optional<Path> showDirectorySelectionDialog(DirectoryDialogConfiguration directoryDialogConfiguration);,no
Displays a Print Dialog. Allow the user to update job state such as printer and settings. These changes will be available in the appropriate properties after the print dialog has returned. The print dialog is also used to confirm the user wants to proceed with printing.,boolean showPrintDialog(PrinterJob job);,no
Shows a new dialog that list all files contained in the given archive and which lets the user select one of these files. The method doesn't return until the displayed open dialog is dismissed. The return value specifies the file chosen by the user or an empty {@link Optional} if no selection has been made. @return the selected file or an empty {@link Optional} if no file has been selected,Optional<Path> showFileOpenFromArchiveDialog(Path archivePath) throws IOException;,no
Contains all the different {@link DataFormat}s that may occur in JabRef.,public class DragAndDropDataFormats {,no
Dialog that prompts the user to choose a type for an entry. Returns null if canceled.,public class EntryTypeView extends BaseDialog<EntryType> {,no
"The buttonType will always be cancel, even if we pressed one of the entry type buttons",return type;,no
we set the managed property so that they will only be rendered when they are visble so that the Nodes only take the space when visible avoids removing and adding from the scence graph,bibTexTitlePane.managedProperty().bind(bibTexTitlePane.visibleProperty());,no
Do nothing,break;,yes
This class provides a super class for all dialogs implemented in JavaFX. To create a custom JavaFX dialog one should create an instance of this class and set a dialog pane through the inherited {@link Dialog#setDialogPane(DialogPane)} method. The dialog can be shown via {@link Dialog#show()} or {@link Dialog#showAndWait()}. The layout of the pane should be defined in an external fxml file and loaded it via the {@link FXMLLoader}.,public class FXDialog extends Alert {,no
"This field is initialized upon startup. Only GUI code is allowed to access it, logic code should use dependency injection.",public static JournalAbbreviationLoader journalAbbreviationLoader;,no
"This field is initialized upon startup. Only GUI code is allowed to access it, logic code should use dependency injection.",public static ProtectedTermsLoader protectedTermsLoader;,no
Manager for the state of the GUI.,,no
Remote listener,public static final RemoteListenerServerLifecycle REMOTE_LISTENER = new RemoteListenerServerLifecycle();,yes
"In the main program, this field is initialized in JabRef.java Each test case initializes this field if required",public static JabRefPreferences prefs;,no
Key binding preferences,private static KeyBindingRepository keyBindingRepository;,no
Key binding preferences,public static synchronized KeyBindingRepository getKeyPrefs() {,yes
Background tasks,public static void startBackgroundTasks() throws JabRefException {,yes
FIXME: Workaround for bug https://github.com/Microsoft/ApplicationInsights-Java/issues/662,SDKShutdownActivity.INSTANCE.stopAll();,no
Static variables for graphics files and keyboard shortcuts.,public class GUIGlobals {,no
"Perform initializations that are only used in graphical mode. This is to prevent the ""Xlib: connection to "":0.0"" refused by server"" error when access to the X server on Un*x is unavailable.",public static void init() {,no
add some additional space to improve appearance,public static final int WIDTH_ICON_COL = 16 + 12;,no
Width of Ranking Icon Column,public static final int WIDTH_ICON_COL_RANKING = 5 * 16;,yes
"Set up entry editor colors, first time:",GUIGlobals.updateEntryEditorColors();,no
update preferences,"Globals.prefs.putInt(JabRefPreferences.FONT_SIZE, size);",yes
Number of characters per line,private static final int WIDTH = 100;,no
boolean options,"options.addOption(""h"", ""help"", false, Localization.lang(""Display help on command line options""));",no
This class provides methods to create default JavaFX dialogs which will also work on top of Swing windows. The created dialogs are instances of the {@link FXDialog} class. The available dialogs in this class are useful for displaying small information graphic dialogs rather than complex windows. For more complex dialogs it is advised to rather create a new sub class of {@link FXDialog}.,public class JabRefDialogService implements DialogService {,no
Need to force the alert to layout in order to grab the graphic as we are replacing the dialog pane with a custom pane,alert.getDialogPane().applyCss();,no
Create a new dialog pane that has a checkbox instead of the hide/show details button Use the supplied callback for the action of the checkbox,alert.setDialogPane(new DialogPane() {,no
Fool the dialog into thinking there is some expandable content; a group won't take up any space if it has no children,alert.getDialogPane().setExpandableContent(new Group());,no
JabRef Launcher,public class JabRefLauncher {,yes
The side pane is displayed at the left side of JabRef and shows instances of {@link SidePaneComponent}.,public class SidePane extends BorderPane {,no
Override this method if the component needs to make any changes before it can close.,public void beforeClosing() {,no
Override this method if the component needs to do any actions after it is shown.,public void afterOpening() {,no
Nothing to do by default,},yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return false;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,,yes
Auto-generated method stub,return false;,yes
Auto-generated method stub,,yes
Auto-generated method stub,,yes
Auto-generated method stub,,yes
Auto-generated method stub,return false;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,,yes
Auto-generated method stub,return false;,yes
Auto-generated method stub,,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,,yes
Auto-generated method stub,return 0;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,,yes
Auto-generated method stub,,yes
Auto-generated method stub,return 0;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,,yes
Auto-generated method stub,,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return false;,yes
Auto-generated method stub,,yes
Auto-generated method stub,,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,,yes
Auto-generated method stub,return null;,yes
Auto-generated method stub,,yes
Auto-generated method stub,,yes
Auto-generated method stub,return 0;,yes
"Saves the database, including only the specified entries.","public void savePartOfDatabase(BibDatabaseContext bibDatabaseContext, List<BibEntry> entries) throws IOException {",yes
This Event is fired from {@link org.jabref.logic.autosaveandbackup.AutosaveManager} in case that a save task is pending.,public class AutosaveEvent {,no
"this is kept in sync with the database (upon adding/removing an entry, it is updated as well)",private final DuplicationChecker duplicationChecker = new DuplicationChecker();,no
"Writes all data to the specified writer, using each object's toString() method.","protected void writeMetaData(MetaData metaData, GlobalBibtexKeyPattern globalCiteKeyPattern) throws IOException {",no
Checks if the database contains entries.,public boolean hasEntries() {,yes
Returns whether an entry with the given ID exists (-> entry_type + hashcode).,public boolean containsEntryWithId(String id) {,no
"Returns a set of Strings, that contains all field names that are visible. This means that the fields are not internal fields. Internal fields are fields, that are starting with ""_"".",public Set<Field> getAllVisibleFields() {,no
Collects entries having the specified BibTeX key and returns these entries as list. The order of the entries is the order they appear in the database.,public synchronized List<BibEntry> getEntriesByKey(String key) {,no
"Inserts the entry, given that its ID is not already in use. use Util.createId(...) to make up a unique ID for an entry.","public synchronized boolean insertEntry(BibEntry entry, EntryEventSource eventSource) throws KeyCollisionException {",no
Removes the given entry. The Entry is removed based on the id {@link BibEntry#id},public synchronized void removeEntry(BibEntry toBeDeleted) {,no
Sets the database's preamble.,public synchronized void setPreamble(String preamble) {,yes
Removes the string with the given id.,public void removeString(String id) {,yes
Returns the string with the given id.,public BibtexString getString(String id) {,yes
Check if there are strings.,public boolean hasNoStrings() {,yes
Copies the preamble of another BibDatabase.,public void copyPreamble(BibDatabase database) {,yes
Take the given BibEntry and resolve any string references.,"public BibEntry resolveForStrings(BibEntry entry, boolean inPlace) {",no
"If we get to this point, the string has obviously not been defined locally. Check if one of the standard BibTeX month strings has been used:",Optional<Month> month = Month.getMonthByShortName(label);,no
save actions defined -> apply for every entry,for (BibEntry entry : toChange) {,yes
We did not find the boundaries of the string ref. This makes it impossible to interpret it as a string label. So we should just append the rest of the text and finish.,newRes.append(res.substring(next));,no
The file where this database was last saved to.,private Optional<Path> file;,no
Returns the first existing file directory from {@link #getFileDirectories(FilePreferences)},public Optional<Path> getFirstExistingFileDir(FilePreferences preferences) {,no
"Take care, using CrossRefEntry-Comparator, that referred entries occur after referring ones. This is a necessary requirement for BibTeX to be able to resolve referenced entries correctly.",comparators.add(new CrossRefEntryComparator());,no
"Filter for empty string, as this would be expanded to the jar-directory with Paths.get()",return getFileDirectories(preferences).stream(),yes
3. preferences directory,preferences.getFileDirectory(field).ifPresent(path -> fileDirs.add(path.toAbsolutePath().toString()));,yes
"if dir is only ""current"" directory, just use its parent (== real current directory) as path",relDir = databaseFile.get().getParent();,no
Returns the opposite mode of the current mode as {@link BibDatabaseMode}.,public BibDatabaseMode getOppositeMode() {,yes
"This node's parent, or null if this node has no parent",private T parent;,no
"This node's child, or null if this node has no child",private T child;,yes
Returns this node's parent or an empty Optional if this node has no parent.,public Optional<T> getParent() {,no
Returns true if this node is an ancestor of the given node. <p> A node is considered an ancestor of itself.,public boolean isAncestorOf(T anotherNode) {,no
"Adds the given node at the end of the chain. E.g., ""A > B > C"" + ""D"" -> ""A > B > C > D"".",public void addAtEnd(T node) {,no
"We use some explicit casts of the form ""(T) this"". The constructor ensures that this cast is valid.","@SuppressWarnings(""unchecked"")",no
Filters change events and only relays major changes.,public class CoarseChangeFilter {,no
Search all fields Search within the ACM Guide to Computing Literature (encompasses the ACM Full-Text Collection) BibTeX format,"uriBuilder.addParameter(""query"", createQueryString(query));",no
Map to collect entry type definitions that we must save along with entries using them.,Set<BibEntryType> typesToWrite = new HashSet<>();,no
This exception is thrown in case that the SQL database structure is not compatible with the current shared database support mechanisms.,public class DatabaseNotSupportedException extends Exception {,no
Some file formats write something at the start of the file (like the encoding),if (preferences.getSaveType() != SavePreferences.DatabaseSaveType.PLAIN_BIBTEX) {,no
use a map instead of a set since I need to know how many of each key is in there,"private final Map<String, Integer> allKeys = new HashMap<>();",no
"Helper function for counting the number of the key usages. Removes the given key from the internal keyset together with the count of it, if the key is set to 1. If it is not set to 1, the counter will be decreased. <br> Special case: If a null or empty key is passed, it is not counted and thus not removed.",private void removeKeyFromSet(String key) {,no
"Runs the formatter on the specified field in the given entry. If the formatter returns an empty string, then the field is removed.","private List<FieldChange> cleanupSingleField(Field fieldKey, BibEntry entry) {",no
Do nothing *,public TreeNode(Class<T> derivingClass) {,yes
"Array of children, may be empty if this node has no children (but never null)",private final ObservableList<T> children;,no
"This node's parent, or null if this node has no parent",private T parent;,yes
"Get the child index of this node in its parent. <p> If this node is a root, then an UnsupportedOperationException is thrown. Use the isRoot method to check for this case.",public int getPositionInParent() {,no
"Gets the number of levels above this node, i.e. the distance from the root to this node. <p> If this node is the root, returns 0.",public int getLevel() {,no
"Returns the path from the root, to get to this node. The last element in the path is this node.",public List<T> getPathFromRoot() {,no
Returns the previous sibling of this node in the parent's children list. Returns an empty Optional if this node has no parent or is the parent's first child. <p> This method performs a linear search that is O(n) where n is the number of children.,public Optional<T> getPreviousSibling() {,no
Returns whether the specified index is a valid index for a child.,protected boolean childIndexExists(int index) {,yes
"Check if we must write the type definition for this entry, as well. Our criterion is that all non-standard types (*not* all customized standard types) must be written.","if (entryTypesManager.isCustomType(entry.getType(), bibDatabaseContext.getMode())) {",no
"Removes the subtree rooted at this node from the tree, giving this node an empty parent. Does nothing if this node is the root of it tree.",public void removeFromParent() {,no
"If user-defined entry type, then add it Otherwise (enrich returns empty optional) it is a completely unknown entry type, so ignore it","entryTypesManager.enrich(entry.getType(), bibDatabaseContext.getMode()).ifPresent(typesToWrite::add);",no
"Sorts the list of children according to the order induced by the specified {@link Comparator}. <p> All children must be mutually comparable using the specified comparator (that is, {@code c.compare(e1, e2)} must not throw a {@code ClassCastException} for any children {@code e1} and {@code e2} in the list).","public void sortChildren(Comparator<? super T> comparator, boolean recursive) {",no
Removes this node from its parent and makes it a child of the specified node by adding it to the specified position in the children list. In this way the whole subtree based at this node is moved to the given node.,"public void moveTo(T target, int targetIndex) {",no
Creates a deep copy of this node and all of its children.,public T copySubtree() {,no
nothing to sort,return;,yes
Perform checks and changes for users with a preference set from an older JabRef version.,public static void runMigrations() {,no
Added from Jabref 2.11 beta 4 onwards to fix wrong encoding names,private static void upgradeFaultyEncodingStrings(JabRefPreferences prefs) {,no
"Upgrade the sort order preferences for the current version The old preference is kept in case an old version of JabRef is used with these preferences, but it is only used when the new preference does not exist",private static void upgradeSortOrder(JabRefPreferences prefs) {,no
"Write type definitions, if any:",writeEntryTypeDefinitions(typesToWrite);,yes
Migrate default pattern,"if (mainPrefsNode.get(JabRefPreferences.DEFAULT_BIBTEX_KEY_PATTERN, null) == null) {",no
Pref node already exists do not migrate from previous version,if (mainPrefsNode.nodeExists(JabRefPreferences.BIBTEX_KEY_PATTERNS_NODE)) {,no
"finally write whatever remains of the file, but at least a concluding newline",writeEpilogue(bibDatabaseContext.getDatabase().getEpilog());,no
Returns a unique key for the formatter that can be used for its identification,public abstract String getKey();,yes
Formats a field value by with a particular formatter transformation. Calling this method with a null argument results in a NullPointerException.,public abstract String format(String value);,no
FulltextFetcher implementation that attempts to find a PDF URL at ACS.,public class ACS implements FulltextFetcher {,no
Returns a default hashcode of the formatter based on its key.,@Override,yes
add new list into the hashmap if needed,if (!groupedByField.containsKey(key)) {,yes
add the formatter to the map if it is not already there,List<String> formattersForKey = groupedByField.get(key);,no
convert the contents of the hashmap into the correct serialization,StringBuilder result = new StringBuilder();,no
"Then we go through the string looking for references to other strings. If we find references to strings that we will write, but still haven't, we write those before proceeding. This ensures that the string order will be acceptable for BibTeX.",String content = bibtexString.getContent();,no
"Imports a Biblioscape Tag File. The format is described on http://www.biblioscape.com/download/Biblioscape8.pdf Several Biblioscape field types are ignored. Others are only included in the BibTeX field ""comment"".",public class BiblioscapeImporter extends Importer {,no
"ignore empty lines, e.g. at file",continue;,no
end entry delimiter -> item complete,"if (""------"".equals(line)) {",yes
"else if (entry.getKey().equals(""AC"")) hm.put("""",entry.getValue().toString()); else if (entry.getKey().equals(""LP"")) hm.put("""",entry.getValue().toString());",},yes
"to find type, first check TW, then RT",for (int i = 1; (i >= 0) && BibEntry.DEFAULT_TYPE.equals(bibtexType); --i) {,no
"depending on bibtexType, decide where to place the titleRT and titleTI",if (bibtexType.equals(StandardEntryType.Article)) {,yes
concatenate address and country,if (address != null) {,yes
set comment if present,if (!comments.isEmpty()) {,yes
Return a BibEntry by looking up the given url from the BibSonomy scraper.,"public static Optional<BibEntry> getEntry(String entryUrl, ImportFormatPreferences importFormatPreferences) {",no
First try to match by string names.,for (BibtexString original : originalDatabase.getStringValues()) {,no
We have found a string with a matching name.,"if (!Objects.equals(original.getContent(), match.get().getContent())) {",yes
"But they have non-matching contents, so we've found a change.","differences.add(new BibStringDiff(original, match.get()));",no
No match for this string.,notMatched.add(original);,yes
"See if we can detect a name change for those entries that we couldn't match, based on their content",for (Iterator<BibtexString> iterator = notMatched.iterator(); iterator.hasNext(); ) {,no
"Finally, see if there are remaining strings in the new database. They must have been added.",newDatabase.getStringValues().stream(),no
"We're dealing with a special character (usually either an undotted `\i' or `\j', or an accent like one in Table~3.1 of the \LaTeX\ manual, or a foreign character like one in Table~3.2) if the first character after the |left_brace| is a |backslash|; the special character ends with the matching |right_brace|. How we handle what is in between depends on the special character. In general, this code will do reasonably well if there is other stuff, too, between braces, but it doesn't try to do anything special with |colon|s.","private int convertSpecialChar(StringBuilder sb, char[] c, int start, FORMAT_MODE format) {",no
Retrieve PDF link,Document html = Jsoup.connect(source).ignoreHttpErrors(true).get();,no
"Determine whether there starts a special char at pos (e.g., oe, AE). Return it as string. If nothing found, return Optional.empty() Also used by BibtexPurify","public static Optional<String> findSpecialChar(char[] c, int pos) {",no
All characters lower case - Obey {},"ALL_LOWERS('l'),",yes
three options: 1. original order 2. order specified in metaData 3. order specified in preferences,,no
skip over open brace,i++;,no
skip over the |backslash|,,no
"Converts the first character of each word of the given string to a upper case (and all others to lower case), but does not change words starting with ""{""",@Override,yes
"From the Bibtex manual: Pops the top two (string) literals; it changes the case of the second according to the specifications of the first, as follows. (Note: The word `letters' in the next sentence refers only to those at brace-level 0, the top-most brace level; no other characters are changed, except perhaps for \special characters"", described in Section 4.) If the first literal is the string `t', it converts to lower case all letters except the very first character in the string, which it leaves alone, and except the first character following any colon and then nonnull white space, which it also leaves alone; if it's the string `l', it converts all letters to lower case; and if it's the string `u', it converts all letters to upper case. It then pushes this resulting string. If either type is incorrect, it complains and pushes the null string; however, if both types are correct but the specification string (i.e., the first string) isn't one of the legal ones, it merely pushes the second back onto the stack, after complaining. (Another note: It ignores case differences in the specification string; for example, the strings t and T are equivalent for the purposes of this built-in function.) Christopher: I think this should be another grammar! This parser is horrible.",public class ChangeCaseFunction implements BstFunction {,no
"Doi field seems to contain Doi -> cleanup note, url, ee field",for (Field field : FIELDS) {,no
"We have begun to use getSortedEntries() for both database save operations and non-database save operations. In a non-database save operation (such as the exportDatabase call), we do not wish to use the global preference of saving in standard order.","public static List<BibEntry> getSortedEntries(BibDatabaseContext bibDatabaseContext, List<BibEntry> entriesToSort, SavePreferences preferences) {",no
http://www.diva-portal.org/smash/aboutdiva.jsf?dswid=-3222 DiVA portal contains research publications and student theses from 40 Swedish universities and research institutions.,public class DiVA implements IdBasedParserFetcher {,no
FulltextFetcher implementation that follows the DOI resolution redirects and scans for a full-text PDF URL.,public class DoiResolution implements FulltextFetcher {,no
follow all redirects and scan for a single pdf link,if (!sciLink.isEmpty()) {,no
some publishers are quite slow (default is 3s),connection.timeout(10000);,no
Only check if pdf is included in the link or inside the text ACM uses tokens without PDF inside the link See https://github.com/lehner/LocalCopy for more scrape ideas,"if ((href.contains(""pdf"") || hrefText.contains(""pdf"")) && new URLDownload(href).isPdf()) {",no
return if only one link was found (high accuracy),if (links.size() == 1) {,no
"Gets an object for a desired key from this BibtexKeyPattern or one of it's parents (in the case of DatabaseBibtexKeyPattern). This method first tries to obtain the object from this BibtexKeyPattern via the <code>get</code> method of <code>Hashtable</code>. If this fails, we try the default.<br /> If that fails, we try the parent.<br /> If that fails, we return the DEFAULT_LABELPATTERN<br />",public List<String> getValue(EntryType entryType) {,no
Start drag'n'drop,row.startFullDrag();,yes
A list of all field which are supported,"public static List<Field> SUPPORTED_FIELDS = Arrays.asList(StandardField.DOI, StandardField.EPRINT, StandardField.ISBN);",yes
Will only happen if both entries have the field and the content is identical,"mergedEntry.setField(field, leftString.get());",no
Will only happen if field exists,"mergedEntry.setField(field, rightEntry.getField(field).get());",no
"Returns an array of default commandline options to start bootstrapped instance of soffice with. You may use it in connection with bootstrap method for example like this: <pre> List list = Arrays.asList( Bootstrap.getDefaultOptions() ); list.remove(""--nologo""); list.remove(""--nodefault""); list.add(""--invisible""); Bootstrap.bootstrap( list.toArray( new String[list.size()] ); </pre>",public static final String[] getDefaultOptions() {,no
"Find out if we are configured with DISABLE_DYNLOADING or not. Try to load the lo-bootstrap shared library which won't exist in the DISABLE_DYNLOADING case. (And which will be already loaded otherwise, so nothing unexpected happens that case.) Yeah, this would be simpler if I just could be bothered to keep a separate branch for DISABLE_DYNLOADING on Android, merging in master periodically, until I know for sure whether it is what I want, or not.",,no
Get the XTextRange corresponding to the named bookmark. @param name The name of the bookmark to find. @return The XTextRange for the bookmark. @throws WrappedTargetException @throws NoSuchElementException,"private XTextRange getBookmarkRange(String name) throws NoSuchElementException, WrappedTargetException {",yes
get a reference to the body text of the document,text = mxDoc.getText();,no
"We need to catch this one here because the OpenOfficePanel class is loaded before connection, and therefore cannot directly reference or catch a DisposedException (which is in a OO JAR file).",throw new ConnectionLostException(ex.getMessage());,no
Manages which {@link SidePaneComponent}s are shown.,public class SidePaneManager {,no
"We need ""normalized"" (in parenthesis) markers for uniqueness checking purposes:",for (int j = 0; j < cEntries.length; j++) {,no
insert bookmark at the end of the document instead of mxDocText.getEnd you could use a text cursor's XTextRange interface or any XTextRange,"text.insertTextContent(position, xTextContent, true);",no
"Check if there is ""page info"" stored for this citation. If so, insert it into the citation text before inserting the citation:",Optional<String> pageInfo = getCustomProperty(name);,no
get XTextContent interface,"XTextContent xTextContent = UnoRuntime.queryInterface(XTextContent.class, bookmark);",yes
query XBookmarksSupplier from document model and get bookmarks collection,"XBookmarksSupplier xBookmarksSupplier = UnoRuntime.queryInterface(XBookmarksSupplier.class, xCurrentComponent);",no
Insert bookmark:,"String bName = getUniqueReferenceMarkName(keyString, OOBibBase.AUTHORYEAR_PAR);",no
Insert a copy of the entry,resultDatabase.insertEntry(clonedEntry);,yes
"If no empty keys, return true",if (!emptyKeys) {,yes
select among multiple installations,Optional<Path> actualFile = chooseAmongInstallations(installations);,yes
This exception is used to indicate that connection to OpenOffice has been lost.,class ConnectionLostException extends RuntimeException {,yes
"Preferences dialog. Contains a TabbedPane, and tabs will be defined in separate classes. Tabs MUST implement the PreferencesTab interface, since this dialog will call the storeSettings() method of all tabs when the user presses ok.",public class PreferencesDialogView extends BaseDialog<PreferencesDialogViewModel> {,no
"This is called, if a user starts typing some characters into the keyboard with focus on one ListView. The ListView will scroll to the next cell with the name of the PreviewLayout fitting those characters.",,no
Helper class for sorting visible components based on their preferred position.,private class PreferredIndexSort implements Comparator<SidePaneComponent> {,no
"This method is called when the dialog is opened, or if it is made visible after being hidden. The tab should update all its values. This is the ONLY PLACE to set values for the fields in the tab. It is ILLEGAL to set values only at construction time, because the dialog will be reused and updated.",void setValues();,no
Store settings,for (PreferencesTab tab : preferenceTabs) {,yes
Theme configuration,HBox themeBox = new HBox();,yes
"This method is called before the {@link #storeSettings()} method, to check if there are illegal settings in the tab, or if is ready to be closed. This calls the appropriate method in the ViewModel.",boolean validateSettings();,no
Build a panel for checkbox settings:,"Label keyGeneratorSettings = new Label(Localization.lang(""Key generator settings""));",no
External file links,,no
"This class manages the GUI-state of JabRef, including: - currently selected database - currently selected group - active search - active number of search results",public class StateManager {,no
shift on win or no modifier,"LOGGER.debug(""Mode MOVE"");",no
menu.getItems().add(nextPreviewLayout); menu.getItems().add(previousPreviewLayout);,return menu;,yes
Check whether this operation requires BibTeX keys to be set for the entries. If true is returned an error message will be displayed if keys are missing. @return true if BibTeX keys are required for this operation.,boolean requiresBibtexKeys();,no
"Linux gnuclient/emacslient escaping: java string: ""(insert \""\\\\cite{Blah2001}\"")"" so sh receives: (insert ""\\cite{Blah2001}"") so emacs receives: (insert ""\cite{Blah2001}"")","prefix.concat(""\"""" + getCiteCommand().replaceAll(""\\\\"", ""\\\\\\\\"") + ""{"" + keys + ""}\"""").concat(suffix);",no
Redo the change.,try {,yes
Redo the change.,base.setPreamble(newValue);,yes
Load FXML,ViewLoader.view(this),no
"true if the input should be split at a single white space instead of the usual delimiter "" and "" for names. Useful if the input consists of a list of last names.",private final boolean separationBySpace;,no
We only create the context menu when really necessary,setOnContextMenuRequested(event -> {,no
Formatter that only accepts integer. More or less taken from http://stackoverflow.com/a/36749659/873661,public class OnlyIntegerFormatter extends TextFormatter<Integer> {,no
Pseudo-classes for drag and drop,"private static PseudoClass dragOverBottom = PseudoClass.getPseudoClass(""dragOver-bottom"");",yes
We only create the context menu when really necessary,row.setOnContextMenuRequested(event -> {,no
Utility class with static methods for javafx {@link Text} objects,public class TooltipTextUtil {,no
"Runs the given task and returns a Future representing that task. Usually, you want to use the other method {@link #execute(BackgroundTask)}. @param <V> type of return value of the task @param task the task to run",<V> Future<V> execute(Task<V> task);,no
Shutdown the task executor.,void shutdown();,yes
Node is directly matched -> so show it,return true;,no
Ensures that suggestion providers are up to date when entries are changed or added.,public class AutoCompleteUpdater {,no
Queue on JavaFX thread and wait for completion,final CountDownLatch doneLatch = new CountDownLatch(1);,no
String converter to be used to convert suggestions to strings.,private StringConverter<T> converter;,no
Creates a {@link BackgroundTask} that first runs this task and based on the result runs a second task. @param nextOperation the function that performs the next operation,public BackgroundTask<Void> thenRun(Consumer<V> nextOperation) {,no
"open folders is needed to indirectly support email programs, which cannot handle the unofficial ""mailto:attachment"" property",boolean openFolders = JabRefPreferences.getInstance().getBoolean(JabRefPreferences.OPEN_FOLDERS_OF_ATTACHED_FILES);,no
Add the given new possible suggestions to thisSuggestionProvider,public void addPossibleSuggestions(Collection<T> newPossible) {,yes
key: field name,"private final Map<Field, AutoCompleteSuggestionProvider<?>> providers = new HashMap<>();",yes
Stores all words in the given field which are separated by SEPARATING_CHARS.,public class WordSuggestionProvider extends StringSuggestionProvider implements AutoCompleteSuggestionProvider<String> {,no
The header - can be removed,int columnsNumber = 2;,no
Returns the indexed BasePanel.,public BasePanel getBasePanelAt(int i) {,yes
This class is a wrapper class for the containing list as it is currently not possible to inject complex object types into FXML controller,public class CopyFilesResultListDependency {,no
TODO implement,},no
TODO: Re-implement customize entry types feature (https://github.com/JabRef/jabref/issues/4719),/*,no
This method opens a pdf using the giving the parameters to the executing pdf reader,"void openPdfWithParameters(String filePath, List<String> parameters) throws  IOException;",no
Check that the file exists:,if (!file.isPresent() || !Files.exists(file.get())) {,yes
normalize white spaces,"command = command.replaceAll(""\\s+"", "" "");",no
External changes to currentPage should result in scrolling to this page,"EasyBind.subscribe(currentPage, this::showPage);",no
Poor mans reverse databinding (necessary because we use a constant value above),"viewModel.getKeywords().set(event.getTablePosition().getRow(), event.getNewValue());",no
put keywords back,"Optional<FieldChange> change = entry.putKeywords(keywords, preferences.getKeywordDelimiter());",no
"First, remove fields that the user has removed.","for (Map.Entry<Field, String> field : outOfFocusEntry.getFieldMap().entrySet()) {",no
See if the user has changed the entry type:,"if (!Objects.equals(newEntry.getType(), outOfFocusEntry.getType())) {",no
Entry type unknown -> treat all fields as required,return Collections.emptySortedSet();,no
Gets a StackPane of related article information to be displayed in the Related Articles tab,private StackPane getRelatedArticlesPane(BibEntry entry) {,no
"Ctrl on Windows, no modifier on Xubuntu","LOGGER.debug(""Mode MOVE"");",no
Required fields,"entryEditorTabs.add(new RequiredFieldsTab(databaseContext, panel.getSuggestionProviders(), undoManager, dialogService));",yes
Special tabs,entryEditorTabs.add(new MathSciNetTab());,no
Remove subscription for old entry if existing,if (typeSubscription != null) {,no
Needed to track for which type of entry this tab was build and to rebuild it if the type changes,private EntryType currentEntryType;,no
The tab just got the focus. Override this method if you want to perform a special action on focus (like selecting the first field in the editor),protected void handleFocus() {,no
Set-up details pane,content.textProperty().bind(EasyBind.select(viewModel.currentAnnotationProperty()).selectObject(FileAnnotationViewModel::contentProperty));,no
Copies the meta and content information of the pdf annotation to the clipboard,public void copyCurrentAnnotation() {,no
Opens a new issue on GitHub and copies log to clipboard.,public void reportIssue() {,no
"Set the global variable for this database's file directory before exporting, so formatters can resolve linked files correctly. (This is an ugly hack!)",Globals.prefs.fileDirForDatabase = panel.getBibDatabaseContext().getFileDirectoriesAsPaths(Globals.prefs.getFilePreferences()).stream().map(Path::toString).collect(Collectors.toList());,no
Performs an export action,public class ExportCommand extends SimpleCommand {,yes
"Set the global variable for this database's file directory before exporting, so formatters can resolve linked files correctly. (This is an ugly hack!)",Globals.prefs.fileDirForDatabase = frame.getCurrentBasePanel(),no
